"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
2510,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","安長","鳥取","29",16000000,"","","210",,"ほぼ台形","15.0","105","平成5年","木造","住宅","住宅","西","市道",4.0,"準工業地域",60,200,"平成26年第４四半期","",""
2511,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","安長","鳥取","30分?60分",7000000,"","","200",,"ほぼ台形","27.0","220","昭和40年","木造","住宅","住宅","西","市道",4.0,"準工業地域",60,200,"平成26年第３四半期","",""
2512,"宅地(土地)","商業地","31201","鳥取県","鳥取市","安長","鳥取","30分?60分",23000000,"270000","","290",80000,"ほぼ長方形","50.0m以上","","","","","店舗","南","県道",11.0,"準工業地域",60,200,"平成26年第３四半期","",""
2513,"農地","","31201","鳥取県","鳥取市","安長","","",8500000,"","","175",,"","","","","","","","","",,"",,,"平成28年第３四半期","",""
2514,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","山城町","鳥取","30分?60分",8000000,"","","310",,"ほぼ整形","20.0","145","昭和56年","軽量鉄骨造","住宅","住宅","南西","市道",6.0,"第１種住居地域",60,200,"平成30年第２四半期","",""
2515,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","山城町","鳥取","30分?60分",8500000,"","","200",,"ほぼ長方形","9.0","125","昭和60年","木造","住宅","住宅","北東","市道",8.0,"第１種住居地域",60,200,"平成29年第４四半期","",""
2516,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","山城町","鳥取","30分?60分",12000000,"","","560",,"不整形","10.0","140","昭和56年","軽量鉄骨造","住宅","","北東","市道",6.0,"第１種住居地域",60,200,"平成25年第３四半期","",""
2517,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","山城町","鳥取","30分?60分",12000000,"","","85",,"ほぼ長方形","8.0","85","平成18年","木造","住宅","","南西","市道",8.0,"第１種住居地域",60,200,"平成25年第１四半期","",""
2518,"宅地(土地と建物)","商業地","31201","鳥取県","鳥取市","弥生町","鳥取","6",10000000,"","","105",,"ほぼ長方形","5.0","260","昭和45年","鉄骨造","住宅、倉庫、店舗","店舗","南西","市道",6.0,"商業地域",80,400,"平成30年第２四半期","",""
2519,"宅地(土地と建物)","商業地","31201","鳥取県","鳥取市","弥生町","鳥取","7",5000000,"","","105",,"ほぼ長方形","5.0","260","昭和45年","鉄骨造","住宅、倉庫、店舗","","南西","市道",6.0,"商業地域",80,400,"平成29年第３四半期","",""
2520,"宅地(土地と建物)","商業地","31201","鳥取県","鳥取市","弥生町","鳥取","9",7600000,"","","70",,"長方形","5.0","185","昭和62年","鉄骨造","住宅、店舗","住宅","北東","市道",6.0,"商業地域",80,400,"平成28年第１四半期","",""
2521,"宅地(土地と建物)","商業地","31201","鳥取県","鳥取市","弥生町","鳥取","8",13000000,"","","50",,"長方形","4.0","140","昭和63年","鉄骨造","住宅、その他","住宅","北東","市道",6.0,"商業地域",80,400,"平成27年第３四半期","",""
2522,"宅地(土地)","商業地","31201","鳥取県","鳥取市","弥生町","鳥取","6",9500000,"380000","","85",110000,"長方形","8.0","","","","","その他","南西","市道",6.0,"商業地域",80,400,"平成26年第３四半期","",""
2523,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","湯所町","鳥取","30分?60分",18000000,"","","260",,"ほぼ整形","21.0","200","昭和62年","木造","住宅","","北西","市道",7.0,"第１種低層住居専用地域",60,100,"平成30年第１四半期","",""
2524,"宅地(土地と建物)","商業地","31201","鳥取県","鳥取市","湯所町","鳥取","24",98000000,"","","910",,"不整形","18.0","850","平成2年","鉄骨造","共同住宅、店舗","住宅","南西","国道",15.0,"近隣商業地域",80,200,"平成30年第１四半期","",""
2525,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","湯所町","鳥取","29",15000000,"","","260",,"ほぼ正方形","17.0","","","","","","北東","市道",4.0,"第１種中高層住居専用地域",60,200,"平成29年第４四半期","",""
2526,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","湯所町","鳥取","29",35000000,"81000","","1400",25000,"不整形","","","","","","その他","南","市道",4.0,"第１種低層住居専用地域",60,100,"平成29年第３四半期","",""
2527,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","湯所町","鳥取","30分?60分",11000000,"280000","","135",84000,"ほぼ長方形","12.0","","","","","その他","北東","市道",7.0,"第１種低層住居専用地域",60,100,"平成28年第４四半期","",""
2528,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","湯所町","鳥取","29",12000000,"280000","","135",85000,"ほぼ長方形","9.5","","","","","住宅","北東","市道",6.0,"第１種低層住居専用地域",60,100,"平成28年第４四半期","",""
2529,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","湯所町","鳥取","28",19000000,"","","190",,"ほぼ長方形","9.0","140","平成5年","木造","共同住宅","住宅","北西","市道",5.0,"第１種中高層住居専用地域",60,200,"平成28年第１四半期","",""
2530,"宅地(土地)","商業地","31201","鳥取県","鳥取市","湯所町","鳥取","26",8900000,"200000","","150",60000,"ほぼ長方形","7.0","","","","","住宅","南西","国道",15.0,"近隣商業地域",80,300,"平成27年第４四半期","",""
2531,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","湯所町","鳥取","30分?60分",9000000,"160000","","180",50000,"台形","9.0","","","","","その他","南東","市道",6.0,"第１種中高層住居専用地域",60,200,"平成27年第３四半期","",""
2532,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","湯所町","鳥取","26",20000000,"140000","","490",41000,"不整形","","","","","","","南西","市道",3.0,"第１種中高層住居専用地域",60,200,"平成26年第４四半期","",""
2533,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","湯所町","鳥取","28",12000000,"","","160",,"ほぼ長方形","18.5","65","昭和32年","木造","住宅","住宅","北西","市道",8.0,"第１種低層住居専用地域",60,100,"平成26年第４四半期","",""
2534,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","湯所町","鳥取","30分?60分",16000000,"","","165",,"ほぼ整形","16.0","115","平成元年","木造","事務所、駐車場","住宅","南東","市道",6.0,"第１種低層住居専用地域",60,100,"平成26年第３四半期","",""
2535,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","湯所町","鳥取","30分?60分",2700000,"200000","","45",62000,"ほぼ長方形","5.5","","","","","","南西","市道",4.0,"第１種低層住居専用地域",60,100,"平成25年第２四半期","",""
2536,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","湯所町","鳥取","30分?60分",20000000,"","","130",,"ほぼ整形","13.0","115","平成23年","木造","住宅","","南西","市道",3.5,"第１種中高層住居専用地域",60,200,"平成25年第２四半期","",""
2537,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","湯所町","鳥取","30分?60分",13000000,"220000","","190",66000,"ほぼ長方形","8.5","","","","","","南東","町道",4.0,"第１種低層住居専用地域",60,100,"平成25年第２四半期","",""
2538,"宅地(土地)","商業地","31201","鳥取県","鳥取市","湯所町","鳥取","30分?60分",13000000,"280000","","150",85000,"ほぼ長方形","7.0","","","","","","南西","国道",15.0,"第１種中高層住居専用地域",60,200,"平成25年第２四半期","",""
2539,"林地","","31201","鳥取県","鳥取市","横枕","","",170000,"","","185",,"","","","","","","","","",,"",,,"平成27年第３四半期","",""
2540,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","吉岡温泉町","湖山","1H30?2H",1700000,"100000","","55",31000,"ほぼ整形","","","","","","その他","北西","県道",7.5,"市街化調整区域",70,400,"平成29年第４四半期","",""
2541,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","吉岡温泉町","末恒","1H?1H30",1500000,"100000","","50",31000,"ほぼ台形","","","","","","その他","南","市道",7.0,"市街化調整区域",70,400,"平成29年第３四半期","",""
2542,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","吉岡温泉町","末恒","1H?1H30",14000000,"","","270",,"ほぼ台形","14.0","200","","木造","住宅、駐車場","住宅","北西","県道",12.0,"市街化調整区域",70,400,"平成28年第４四半期","",""
2543,"宅地(土地と建物)","商業地","31201","鳥取県","鳥取市","吉岡温泉町","末恒","1H?1H30",4900000,"","","150",,"ほぼ長方形","6.5","","","木造","","住宅","北西","市道",4.0,"市街化調整区域",70,400,"平成28年第２四半期","",""
2544,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","吉岡温泉町","末恒","1H?1H30",500000,"9200","","180",2800,"ほぼ長方形","18.0","","","","","その他","西","道路",1.0,"市街化調整区域",70,400,"平成28年第１四半期","",""
2545,"農地","","31201","鳥取県","鳥取市","吉岡温泉町","","",100000,"","","1100",,"","","","","","","","","",,"",,,"平成26年第３四半期","",""
2546,"農地","","31201","鳥取県","鳥取市","吉岡温泉町","","",700000,"","","1900",,"","","","","","","","","",,"",,,"平成26年第３四半期","",""
2547,"農地","","31201","鳥取県","鳥取市","吉岡温泉町","","",290000,"","","2500",,"","","","","","","","","",,"",,,"平成26年第３四半期","",""
2548,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","吉方","鳥取","15",19000000,"200000","","310",60000,"ほぼ長方形","19.0","","","","","住宅","北","市道",5.5,"準工業地域",60,200,"平成29年第４四半期","",""
2549,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","吉方","鳥取","18",8700000,"170000","","165",53000,"ほぼ長方形","10.0","","","","","住宅","北","道路",5.0,"準工業地域",60,200,"平成29年第４四半期","",""
2550,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","吉方","鳥取","15",11000000,"200000","","185",60000,"ほぼ整形","18.0","","","","","その他","西","市道",8.0,"準工業地域",60,200,"平成29年第２四半期","",""
2551,"中古マンション等","","31201","鳥取県","鳥取市","吉方","鳥取","14",15000000,"","３ＬＤＫ","80",,"","","","平成8年","ＲＣ","住宅","住宅","","",,"準工業地域",60,200,"平成28年第４四半期","未改装",""
2552,"宅地(土地)","宅地見込地","31201","鳥取県","鳥取市","吉方","鳥取","15",34000000,"180000","","610",56000,"ほぼ長方形","16.5","","","","","","東","市道",7.5,"準工業地域",60,200,"平成28年第３四半期","",""
2553,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","吉方","鳥取","16",6900000,"250000","","90",76000,"ほぼ長方形","8.5","","","","","","北東","市道",7.0,"準工業地域",60,200,"平成25年第４四半期","",""
2554,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","吉方","鳥取","15",7100000,"250000","","95",76000,"長方形","8.5","","","","","","西","市道",5.0,"準工業地域",60,200,"平成25年第１四半期","",""
2555,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","吉方温泉","鳥取","15",3000000,"75000","","130",23000,"ほぼ長方形","4.0","","","","","その他","南西","市道",5.5,"第１種住居地域",60,200,"平成30年第１四半期","",""
2556,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","吉方温泉","鳥取","16",13000000,"","","320",,"ほぼ整形","9.0","130","昭和58年","軽量鉄骨造","住宅","住宅","南西","県道",18.0,"準工業地域",60,200,"平成29年第４四半期","",""
2557,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","吉方温泉","鳥取","23",2600000,"180000","","50",54000,"ほぼ長方形","7.0","","","","","","西","県道",18.0,"準工業地域",60,200,"平成29年第４四半期","",""
2558,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","吉方温泉","鳥取","19",7300000,"190000","","125",58000,"長方形","6.0","","","","","その他","西","県道",18.0,"第１種住居地域",60,200,"平成29年第３四半期","",""
2559,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","吉方温泉","鳥取","19",5700000,"190000","","100",58000,"ほぼ長方形","6.0","","","","","その他","西","県道",18.0,"第１種住居地域",60,200,"平成29年第３四半期","",""
2560,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","吉方温泉","鳥取","19",1500000,"72000","","70",22000,"長方形","12.0","","","","","その他","接面道路無","",,"第１種住居地域",60,200,"平成29年第３四半期","",""
2561,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","吉方温泉","鳥取","19",1500000,"74000","","65",22000,"長方形","12.0","","","","","","接面道路無","",,"第１種住居地域",60,200,"平成29年第３四半期","",""
2562,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","吉方温泉","鳥取","15",13000000,"","","250",,"ほぼ長方形","7.5","190","昭和43年","木造","住宅、事務所","住宅","東","市道",5.0,"近隣商業地域",80,300,"平成29年第２四半期","",""
2563,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","吉方温泉","鳥取","16",18000000,"230000","","260",70000,"ほぼ長方形","10.0","","","","","その他","東","県道",18.0,"準工業地域",60,200,"平成29年第２四半期","",""
2564,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","吉方温泉","鳥取","11",3800000,"140000","","85",44000,"ほぼ長方形","7.5","","","","","住宅","北西","市道",5.5,"近隣商業地域",80,300,"平成29年第１四半期","",""
2565,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","吉方温泉","鳥取","11",18000000,"290000","","210",86000,"ほぼ長方形","14.0","","","","","住宅","北東","市道",5.5,"商業地域",80,400,"平成29年第１四半期","",""
2566,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","吉方温泉","鳥取","19",2600000,"50000","","170",15000,"不整形","10.0","","","","","その他","南東","道路",3.5,"第１種住居地域",60,200,"平成28年第４四半期","",""
2567,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","吉方温泉","鳥取","18",350000000,"","","2000㎡以上",,"不整形","27.0","2000㎡以上","平成15年","ＲＣ","共同住宅","その他","南西","県道",18.0,"第１種住居地域",60,200,"平成28年第４四半期","",""
2568,"中古マンション等","","31201","鳥取県","鳥取市","吉方温泉","鳥取","11",23000000,"","３ＬＤＫ","95",,"","","","平成20年","ＲＣ","住宅","住宅","","",,"商業地域",80,400,"平成28年第３四半期","未改装",""
2569,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","吉方温泉","鳥取","15",7000000,"140000","","165",43000,"ほぼ長方形","8.0","","","","","住宅","南西","市道",5.0,"第１種住居地域",60,200,"平成28年第２四半期","",""
2570,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","吉方温泉","鳥取","16",10000000,"190000","","175",57000,"ほぼ台形","14.3","","","","","倉庫","北東","市道",7.0,"近隣商業地域",80,300,"平成28年第１四半期","",""
2571,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","吉方温泉","鳥取","15",35000000,"","","300",,"ほぼ長方形","15.0","100","","","","住宅","東","市道",5.5,"近隣商業地域",80,300,"平成27年第２四半期","",""
2572,"中古マンション等","","31201","鳥取県","鳥取市","吉方温泉","鳥取","12",24000000,"","３ＬＤＫ","95",,"","","","平成20年","ＲＣ","住宅","住宅","","",,"商業地域",80,400,"平成27年第１四半期","未改装",""
2573,"宅地(土地)","商業地","31201","鳥取県","鳥取市","吉方温泉","鳥取","13",35000000,"210000","","560",63000,"ほぼ長方形","12.5","","","","","その他","南西","県道",18.0,"近隣商業地域",80,300,"平成26年第４四半期","",""
2574,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","吉方温泉","鳥取","18",10000000,"190000","","175",58000,"ほぼ整形","12.0","","","","","住宅","東","県道",18.0,"準工業地域",60,200,"平成26年第４四半期","",""
2575,"宅地(土地と建物)","商業地","31201","鳥取県","鳥取市","吉方温泉","鳥取","10",18000000,"","","100",,"ほぼ長方形","5.5","170","平成4年","鉄骨造","共同住宅、事務所","事務所","西","市道",4.0,"商業地域",80,400,"平成26年第４四半期","",""
2576,"宅地(土地)","商業地","31201","鳥取県","鳥取市","吉方温泉","鳥取","13",6100000,"300000","","65",91000,"ほぼ長方形","5.0","","","","","その他","南西","県道",18.0,"近隣商業地域",80,300,"平成26年第４四半期","",""
2577,"宅地(土地)","商業地","31201","鳥取県","鳥取市","吉方温泉","鳥取","13",16000000,"200000","","250",62000,"ほぼ長方形","","","","","","その他","南西","県道",18.0,"近隣商業地域",80,300,"平成26年第４四半期","",""
2578,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","吉方温泉","鳥取","12",17000000,"","","135",,"ほぼ長方形","11.0","130","平成11年","木造","住宅","住宅","北東","市道",8.0,"第１種住居地域",60,200,"平成26年第３四半期","",""
2579,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","吉方温泉","鳥取","17",4000000,"","","70",,"ほぼ長方形","5.0","65","昭和62年","軽量鉄骨造","共同住宅","住宅","東","市道",4.0,"近隣商業地域",80,300,"平成26年第３四半期","",""
2580,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","吉方温泉","鳥取","13",18000000,"","","125",,"長方形","7.0","160","平成10年","木造","住宅","その他","北東","市道",5.5,"商業地域",80,400,"平成26年第２四半期","",""
2581,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","吉方温泉","鳥取","15",11000000,"","","250",,"ほぼ整形","13.0","290","昭和53年","鉄骨造","住宅、駐車場","","北東","市道",5.0,"近隣商業地域",80,300,"平成26年第１四半期","",""
2582,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","吉方温泉","鳥取","15",5700000,"","","115",,"ほぼ長方形","7.0","55","昭和25年","木造","住宅","","南","県道",20.0,"第１種住居地域",60,200,"平成26年第１四半期","",""
2583,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","吉方温泉","鳥取","16",18000000,"","","590",,"不整形","","380","平成元年","","共同住宅","","東","市道",7.0,"近隣商業地域",80,300,"平成26年第１四半期","",""
2584,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","吉方温泉","鳥取","14",4700000,"","","90",,"ほぼ正方形","10.0","50","昭和45年","木造","住宅","","南","市道",4.0,"第１種住居地域",60,200,"平成25年第４四半期","",""
2585,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","吉方温泉","鳥取","10",4500000,"120000","","125",36000,"ほぼ長方形","6.0","","","","","","北","市道",8.0,"商業地域",80,400,"平成25年第４四半期","",""
2586,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","吉方温泉","鳥取","11",8200000,"","","105",,"ほぼ長方形","5.0","60","","木造","住宅","","南西","市道",8.0,"近隣商業地域",80,300,"平成25年第２四半期","",""
2587,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","吉方温泉","鳥取","9",9800000,"230000","","140",70000,"ほぼ整形","6.0","","","","","","南東","市道",8.0,"商業地域",80,400,"平成25年第２四半期","",""
2588,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","吉方温泉","鳥取","15",5700000,"","","100",,"ほぼ整形","12.0","105","昭和58年","軽量鉄骨造","住宅","","南","市道",6.0,"第１種住居地域",60,200,"平成25年第２四半期","",""
2589,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","吉方温泉","鳥取","16",3000000,"","","70",,"ほぼ長方形","5.0","65","昭和62年","","共同住宅","","東","市道",5.0,"第１種住居地域",60,200,"平成25年第１四半期","",""
2590,"中古マンション等","","31201","鳥取県","鳥取市","吉方温泉","鳥取","8",17000000,"","３ＬＤＫ","65",,"","","","平成18年","ＲＣ","住宅","","","",,"商業地域",80,400,"平成25年第１四半期","未改装",""
2591,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","吉方町","鳥取","20",10000000,"120000","","290",35000,"不整形","11.5","","","","","住宅","北","市道",5.0,"近隣商業地域",80,300,"平成30年第１四半期","",""
2592,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","吉方町","鳥取","20",9300000,"130000","","240",39000,"ほぼ長方形","10.5","","","","","住宅","南","市道",6.0,"第１種住居地域",60,200,"平成29年第３四半期","",""
2593,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","吉方町","鳥取","18",7500000,"","","440",,"不整形","6.0","150","","木造","住宅","住宅","南東","市道",2.5,"第１種住居地域",60,200,"平成28年第３四半期","",""
2594,"宅地(土地)","商業地","31201","鳥取県","鳥取市","吉方町","鳥取","20",3000000,"73000","","135",22000,"ほぼ長方形","5.5","","","","","その他","北","県道",15.0,"近隣商業地域",80,300,"平成28年第１四半期","",""
2595,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","吉方町","鳥取","19",10000000,"200000","","170",60000,"ほぼ長方形","9.0","","","","","住宅","東","市道",3.5,"近隣商業地域",80,300,"平成27年第４四半期","",""
2596,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","吉方町","鳥取","21",8500000,"","","160",,"ほぼ台形","6.0","170","昭和53年","鉄骨造","住宅","住宅","東","県道",10.0,"第１種住居地域",60,200,"平成27年第４四半期","",""
2597,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","吉方町","鳥取","21",16000000,"","","160",,"ほぼ台形","5.0","170","昭和53年","鉄骨造","住宅","住宅","東","県道",10.0,"第１種住居地域",60,200,"平成27年第４四半期","",""
2598,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","吉方町","鳥取","19",2500000,"66000","","125",20000,"長方形","6.5","","","","","その他","東","市道",2.5,"第１種住居地域",60,200,"平成27年第３四半期","",""
2599,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","吉方町","鳥取","20",2700000,"84000","","105",25000,"ほぼ長方形","7.5","","","","","住宅","東","市道",4.0,"第１種住居地域",60,200,"平成27年第２四半期","",""
2600,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","吉方町","鳥取","20",2500000,"61000","","135",18000,"ほぼ長方形","15.0","","","","","住宅","南","私道",2.5,"第１種住居地域",60,200,"平成27年第２四半期","",""
2601,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","吉方町","鳥取","20",9000000,"130000","","220",41000,"ほぼ長方形","5.5","","","","","その他","東","市道",3.0,"第１種住居地域",60,200,"平成27年第２四半期","",""
2602,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","吉方町","鳥取","18",6900000,"160000","","140",49000,"ほぼ長方形","7.0","","","","","その他","西","市道",4.3,"近隣商業地域",80,300,"平成27年第２四半期","",""
2603,"宅地(土地と建物)","商業地","31201","鳥取県","鳥取市","吉方町","鳥取","18",18000000,"","","220",,"ほぼ整形","14.0","155","平成24年","木造","住宅","","南","県道",15.0,"近隣商業地域",80,300,"平成27年第２四半期","","調停・競売等"
2604,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","吉方町","鳥取","18",1700000,"100000","","55",31000,"不整形","6.0","","","","","その他","南","市道",5.0,"近隣商業地域",80,300,"平成26年第２四半期","",""
2605,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","吉方町","鳥取","21",3000000,"","","95",,"ほぼ長方形","5.0","100","","木造","住宅","","南","市道",6.0,"第１種住居地域",60,200,"平成26年第１四半期","",""
2606,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","吉方町","鳥取","18",19000000,"","","195",,"ほぼ長方形","9.0","145","平成14年","木造","住宅","","北西","市道",4.0,"近隣商業地域",80,300,"平成26年第１四半期","",""
2607,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","吉方町","鳥取","19",15000000,"","","195",,"長方形","7.0","200","平成7年","木造","住宅","","西","市道",3.0,"近隣商業地域",80,300,"平成26年第１四半期","",""
2608,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","吉方町","鳥取","18",16000000,"","","195",,"ほぼ長方形","9.0","145","平成14年","木造","住宅","","南","市道",2.5,"近隣商業地域",80,300,"平成25年第４四半期","",""
2609,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","吉方町","鳥取","18",8400000,"","","150",,"ほぼ長方形","7.0","95","","木造","住宅","","東","市道",5.0,"近隣商業地域",80,300,"平成25年第２四半期","",""
2610,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","良田","鳥取","1H30?2H",3100000,"36000","","290",11000,"不整形","50.0m以上","","","","","","北西","県道",8.0,"市街化調整区域",70,400,"平成26年第２四半期","",""
2611,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","良田","鳥取大学前","30分?60分",3000000,"","","165",,"ほぼ長方形","25.0","115","昭和41年","木造","住宅","住宅","南","県道",8.0,"市街化調整区域",70,400,"平成30年第１四半期","",""
2612,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","良田","鳥取大学前","30分?60分",17000000,"","","330",,"ほぼ長方形","25.0","120","昭和45年","木造","住宅","","南東","県道",8.0,"市街化調整区域",70,400,"平成29年第４四半期","",""
2613,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","良田","鳥取大学前","30分?60分",5600000,"79000","","230",24000,"ほぼ台形","24.5","","","","","その他","南西","県道",7.0,"市街化調整区域",70,400,"平成29年第３四半期","",""
2614,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","良田","鳥取大学前","30分?60分",5500000,"","","165",,"ほぼ台形","7.0","105","昭和49年","木造","住宅","住宅","北東","市道",6.0,"市街化調整区域",70,400,"平成28年第４四半期","",""
2615,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","良田","鳥取大学前","30分?60分",17000000,"","","330",,"ほぼ正方形","12.5","135","平成4年","木造","住宅","住宅","南東","市道",5.0,"市街化調整区域",70,400,"平成26年第２四半期","",""
2616,"宅地(土地)","宅地見込地","31201","鳥取県","鳥取市","良田","鳥取大学前","1H?1H30",500000,"8500","","195",2600,"不整形","30.0","","","","","","接面道路無","",,"市街化調整区域",70,400,"平成25年第４四半期","",""
2617,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","良田","鳥取大学前","30分?60分",7300000,"","","165",,"ほぼ正方形","12.0","135","平成4年","木造","住宅","","南東","市道",5.0,"市街化調整区域",70,400,"平成25年第２四半期","","調停・競売等"
2618,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","良田","鳥取大学前","30分?60分",3100000,"62000","","165",19000,"ほぼ長方形","10.0","","","","","","北西","市道",5.0,"市街化調整区域",70,400,"平成25年第２四半期","",""
2619,"林地","","31201","鳥取県","鳥取市","良田","","",500000,"","","180",,"","","","","","","","","",,"",,,"平成29年第２四半期","",""
2620,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","吉成","鳥取","21",23000000,"","","185",,"ほぼ長方形","","165","平成5年","木造","住宅","住宅","北","市道",5.5,"準工業地域",60,200,"平成30年第２四半期","",""
2621,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","吉成","鳥取","12",3500000,"","","70",,"ほぼ長方形","10.0","60","昭和49年","木造","住宅","住宅","北","市道",4.5,"第１種住居地域",60,200,"平成30年第１四半期","",""
2622,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","吉成","鳥取","20",22000000,"150000","","480",45000,"ほぼ整形","17.0","","","","","その他","北西","市道",7.0,"第１種中高層住居専用地域",60,200,"平成30年第１四半期","",""
2623,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","吉成","鳥取","21",14000000,"150000","","320",45000,"ほぼ長方形","","","","","","住宅","南","市道",4.0,"準工業地域",60,200,"平成30年第１四半期","",""
2624,"宅地(土地)","住宅地","31201","鳥取県","鳥取市","吉成","鳥取","21",16000000,"160000","","330",48000,"不整形","25.0","","","","","","南","市道",,"準工業地域",60,200,"平成30年第１四半期","",""
2625,"宅地(土地と建物)","住宅地","31201","鳥取県","鳥取市","吉成","鳥取","24",2700000,"","","85",,"ほぼ長方形","12.5","60","昭和53年","木造","住宅","住宅","北東","市道",6.5,"第１種中高層住居専用地域",60,200,"平成29年第４四半期","",""
