"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
8191,"農地","","31372","鳥取県","東伯郡北栄町","東園","","",600000,"","","1900",,"","","","","","","","","",,"",,,"平成30年第２四半期","",""
8192,"林地","","31372","鳥取県","東伯郡北栄町","東園","","",5000,"","","1300",,"","","","","","","","","",,"",,,"平成30年第１四半期","",""
8193,"林地","","31372","鳥取県","東伯郡北栄町","東園","","",760000,"","","1100",,"","","","","","","","","",,"",,,"平成28年第３四半期","",""
8194,"林地","","31372","鳥取県","東伯郡北栄町","東園","","",2500000,"","","2500",,"","","","","","","","","",,"",,,"平成27年第２四半期","",""
8195,"農地","","31372","鳥取県","東伯郡北栄町","東園","","",300000,"","","1500",,"","","","","","","","","",,"",,,"平成27年第１四半期","",""
8196,"農地","","31372","鳥取県","東伯郡北栄町","東園","","",320000,"","","1600",,"","","","","","","","","",,"",,,"平成27年第１四半期","",""
8197,"農地","","31372","鳥取県","東伯郡北栄町","東園","","",30000,"","","300",,"","","","","","","","","",,"",,,"平成26年第３四半期","",""
8198,"農地","","31372","鳥取県","東伯郡北栄町","東園","","",500000,"","","5000㎡以上",,"","","","","","","その他","","",,"",,,"平成26年第３四半期","",""
8199,"農地","","31372","鳥取県","東伯郡北栄町","東園","","",1000000,"","","5000㎡以上",,"","","","","","","","","",,"",,,"平成26年第３四半期","",""
8200,"農地","","31372","鳥取県","東伯郡北栄町","東園","","",30000,"","","300",,"","","","","","","","","",,"",,,"平成26年第２四半期","",""
8201,"農地","","31372","鳥取県","東伯郡北栄町","東園","","",1000000,"","","5000㎡以上",,"","","","","","","","","",,"",,,"平成26年第２四半期","",""
8202,"農地","","31372","鳥取県","東伯郡北栄町","東園","","",46000,"","","460",,"","","","","","","","","",,"",,,"平成26年第２四半期","",""
8203,"農地","","31372","鳥取県","東伯郡北栄町","東園","","",500000,"","","5000㎡以上",,"","","","","","","","","",,"",,,"平成26年第２四半期","",""
8204,"宅地(土地)","宅地見込地","31372","鳥取県","東伯郡北栄町","東高尾","由良","1H30?2H",2200000,"5900","","1200",1800,"ほぼ整形","25.0","","","","","","北西","町道",3.7,"都市計画区域外",,,"平成28年第１四半期","",""
