"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
18511,"宅地(土地)","商業地","18207","福井県","鯖江市","旭町","鯖江","5",9200000,"140000","","220",42000,"ほぼ長方形","12.8","","","","","","南","国道",15.2,"近隣商業地域",80,300,"平成20年第１四半期","",""
18512,"宅地(土地)","住宅地","18207","福井県","鯖江市","旭町","鯖江","6",5100000,"180000","","95",54000,"ほぼ台形","6.0","","","","","","東","道路",4.5,"第１種住居地域",60,200,"平成19年第２四半期","",""
18513,"農地","","18207","福井県","鯖江市","莇生田町","","",1400000,"","","175",,"","","","","","","","","",,"",,,"平成20年第４四半期","",""
18514,"宅地(土地)","住宅地","18207","福井県","鯖江市","石田上町","鯖江","1H?1H30",7200000,"74000","","320",22000,"ほぼ長方形","11.0","","","","","","東","市道",8.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成20年第３四半期","",""
18515,"宅地(土地)","住宅地","18207","福井県","鯖江市","石田上町","神明","30分?60分",11000000,"140000","","260",42000,"ほぼ長方形","18.0","","","","","","東","市道",8.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成19年第２四半期","",""
18516,"宅地(土地と建物)","住宅地","18207","福井県","鯖江市","石田上町","神明","30分?60分",16000000,"","","165",,"ほぼ長方形","12.0","140","平成7年","木造","住宅","","東","市道",6.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成19年第２四半期","",""
18517,"宅地(土地)","住宅地","18207","福井県","鯖江市","石田下町","神明","30分?60分",5000000,"40000","","420",12000,"ほぼ台形","20.0","","","","","","北","市道",6.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成20年第２四半期","",""
18518,"宅地(土地と建物)","住宅地","18207","福井県","鯖江市","石田下町","神明","30分?60分",2400000,"","","110",,"ほぼ台形","15.0","120","平成3年","木造","住宅、作業場","","北","市道",6.8,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成19年第３四半期","","調停・競売等"
18519,"農地","","18207","福井県","鯖江市","石田下町","","",29000000,"","","2700",,"","","","","","","","","",,"",,,"平成20年第２四半期","",""
18520,"宅地(土地)","住宅地","18207","福井県","鯖江市","磯部町","鯖江","1H?1H30",300000,"15000","","65",4500,"ほぼ長方形","4.0","","","","","","南","市道",4.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成19年第３四半期","",""
18521,"宅地(土地と建物)","住宅地","18207","福井県","鯖江市","磯部町","鯖江","1H?1H30",3800000,"","","240",,"ほぼ長方形","13.0","140","平成7年","木造","住宅","","南","市道",4.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成19年第２四半期","","調停・競売等"
18522,"宅地(土地)","住宅地","18207","福井県","鯖江市","入町","神明","30分?60分",5000000,"70000","","240",21000,"台形","15.0","","","","","","北西","市道",6.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成19年第２四半期","",""
18523,"農地","","18207","福井県","鯖江市","入町","","",300000,"","","310",,"","","","","","","","","",,"",,,"平成20年第４四半期","",""
18524,"宅地(土地)","住宅地","18207","福井県","鯖江市","大倉町","神明","30分?60分",11000000,"130000","","290",38000,"ほぼ長方形","22.5","","","","","","東","市道",6.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成20年第２四半期","",""
18525,"宅地(土地)","宅地見込地","18207","福井県","鯖江市","大倉町","神明","30分?60分",6800000,"35000","","640",11000,"長方形","14.3","","","","","","西","県道",10.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成19年第３四半期","",""
18526,"宅地(土地)","宅地見込地","18207","福井県","鯖江市","大倉町","神明","30分?60分",6500000,"35000","","620",11000,"長方形","13.9","","","","","","西","県道",10.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成19年第３四半期","",""
18527,"宅地(土地)","宅地見込地","18207","福井県","鯖江市","大倉町","神明","30分?60分",16000000,"35000","","1600",11000,"ほぼ整形","24.3","","","","","","西","県道",10.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成19年第３四半期","",""
18528,"宅地(土地)","住宅地","18207","福井県","鯖江市","大倉町","水落","30分?60分",4700000,"100000","","150",31000,"ほぼ正方形","12.0","","","","","","西","市道",6.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成19年第３四半期","",""
18529,"宅地(土地)","住宅地","18207","福井県","鯖江市","大野町","北鯖江","30分?60分",4000000,"49000","","270",15000,"長方形","10.0","","","","","","南東","市道",7.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成19年第３四半期","",""
18530,"宅地(土地と建物)","住宅地","18207","福井県","鯖江市","大野町","神明","1H?1H30",960000,"","","730",,"不整形","11.0","190","","木造","住宅","","西","市道",4.5,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成19年第２四半期","","調停・競売等"
18531,"宅地(土地と建物)","住宅地","18207","福井県","鯖江市","落井町","鯖江","1H?1H30",1900000,"","","2000㎡以上",,"不整形","38.0","1100","平成元年","鉄骨造、木造","住宅、事務所、倉庫","","南","県道",10.5,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成20年第１四半期","","調停・競売等"
18532,"林地","","18207","福井県","鯖江市","尾花町","","",15000,"","","210",,"","","","","","","","","",,"",,,"平成20年第３四半期","",""
18533,"農地","","18207","福井県","鯖江市","尾花町","","",200000,"","","400",,"","","","","","","","","",,"",,,"平成18年第３四半期","",""
18534,"農地","","18207","福井県","鯖江市","尾花町","","",260000,"","","530",,"","","","","","","","","",,"",,,"平成18年第３四半期","",""
18535,"林地","","18207","福井県","鯖江市","尾花町","","",340000,"","","680",,"","","","","","","","","",,"",,,"平成18年第３四半期","",""
18536,"宅地(土地)","住宅地","18207","福井県","鯖江市","上氏家町","鯖江","30分?60分",3800000,"90000","","140",27000,"台形","9.5","","","","","","北","市道",6.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成19年第４四半期","",""
18537,"宅地(土地)","住宅地","18207","福井県","鯖江市","上氏家町","鯖江","30分?60分",8900000,"130000","","230",39000,"長方形","14.2","","","","","","南","市道",7.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成19年第２四半期","",""
18538,"林地","","18207","福井県","鯖江市","上河内町","","",100000,"","","530",,"","","","","","","","","",,"",,,"平成20年第３四半期","",""
18539,"農地","","18207","福井県","鯖江市","上河内町","","",110000,"","","105",,"","","","","","","","","",,"",,,"平成19年第４四半期","",""
18540,"林地","","18207","福井県","鯖江市","上河内町","","",88000,"","","175",,"","","","","","","","","",,"",,,"平成19年第４四半期","",""
18541,"農地","","18207","福井県","鯖江市","上河内町","","",300000,"","","310",,"","","","","","","","","",,"",,,"平成19年第３四半期","",""
18542,"宅地(土地)","住宅地","18207","福井県","鯖江市","上河端町","鯖江","30分?60分",6200000,"80000","","250",24000,"ほぼ長方形","9.0","","","","","","北","市道",6.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成20年第４四半期","",""
18543,"宅地(土地)","住宅地","18207","福井県","鯖江市","上河端町","鯖江","30分?60分",7000000,"100000","","230",30000,"長方形","14.0","","","","","","南","市道",6.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成20年第３四半期","",""
18544,"宅地(土地)","住宅地","18207","福井県","鯖江市","上河端町","鯖江","23",10000000,"160000","","220",48000,"長方形","12.0","","","","","","南","市道",6.0,"準工業地域",60,200,"平成20年第２四半期","",""
18545,"宅地(土地)","住宅地","18207","福井県","鯖江市","上河端町","鯖江","30分?60分",7600000,"100000","","250",30000,"ほぼ長方形","17.8","","","","","","東","市道",6.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成20年第１四半期","",""
18546,"宅地(土地)","住宅地","18207","福井県","鯖江市","上河端町","鯖江","30分?60分",7000000,"100000","","230",30000,"長方形","14.0","","","","","","南","市道",6.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成20年第１四半期","",""
18547,"宅地(土地)","住宅地","18207","福井県","鯖江市","上河端町","鯖江","30分?60分",6400000,"84000","","250",25000,"長方形","13.8","","","","","","東","市道",6.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成19年第２四半期","",""
18548,"農地","","18207","福井県","鯖江市","上河端町","","",35000000,"","","1600",,"","","","","","","","","",,"",,,"平成19年第３四半期","",""
18549,"宅地(土地と建物)","住宅地","18207","福井県","鯖江市","上鯖江","サンドーム西","2",15000000,"","","100",,"ほぼ台形","12.2","90","平成17年","木造","住宅","","東","市道",6.6,"第２種低層住居専用地域",60,100,"平成20年第４四半期","",""
18550,"宅地(土地と建物)","住宅地","18207","福井県","鯖江市","上鯖江","サンドーム西","4",11000000,"","","240",,"ほぼ長方形","11.0","150","昭和56年","木造","住宅","","西","市道",12.0,"第２種低層住居専用地域",60,100,"平成20年第４四半期","",""
18551,"宅地(土地と建物)","工業地","18207","福井県","鯖江市","神中町","北鯖江","3",66000000,"","","1700",,"ほぼ長方形","29.0","900","平成10年","鉄骨造","事務所、作業場、倉庫","","北西","市道",12.0,"準工業地域",60,200,"平成20年第１四半期","",""
18552,"宅地(土地)","住宅地","18207","福井県","鯖江市","神中町","神明","11",17000000,"170000","","340",51000,"長方形","15.7","","","","","","西","市道",20.0,"準工業地域",60,200,"平成20年第４四半期","",""
18553,"宅地(土地と建物)","住宅地","18207","福井県","鯖江市","神中町","神明","10",24000000,"","","165",,"ほぼ長方形","10.0","120","平成20年","木造","住宅","","南","市道",20.0,"準工業地域",60,200,"平成20年第４四半期","",""
18554,"宅地(土地と建物)","住宅地","18207","福井県","鯖江市","神中町","神明","14",23000000,"","","165",,"長方形","9.0","120","平成20年","木造","住宅","","北西","市道",6.0,"第１種住居地域",60,200,"平成20年第３四半期","",""
18555,"宅地(土地)","住宅地","18207","福井県","鯖江市","神中町","神明","11",12000000,"160000","","250",48000,"正方形","15.8","","","","","","南","市道",6.0,"準工業地域",60,200,"平成20年第３四半期","",""
18556,"宅地(土地)","住宅地","18207","福井県","鯖江市","神中町","神明","14",11000000,"220000","","165",68000,"長方形","9.1","","","","","","北西","市道",6.0,"第１種住居地域",60,200,"平成19年第４四半期","",""
18557,"宅地(土地)","工業地","18207","福井県","鯖江市","神中町","神明","14",110000000,"120000","","2000㎡以上",37000,"ほぼ整形","37.0","","","","","","北東","市道",20.0,"工業地域",60,200,"平成19年第２四半期","",""
18558,"宅地(土地と建物)","住宅地","18207","福井県","鯖江市","上野田町","鯖江","30分?60分",15000000,"","","220",,"ほぼ長方形","17.0","80","平成15年","木造","住宅","","東","市道",6.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成19年第２四半期","",""
18559,"農地","","18207","福井県","鯖江市","上野田町","","",16000000,"","","1300",,"","","","","","","","","",,"",,,"平成20年第２四半期","",""
18560,"農地","","18207","福井県","鯖江市","上野田町","","",59000000,"","","2300",,"","","","","","","","","",,"",,,"平成18年第３四半期","",""
18561,"宅地(土地と建物)","住宅地","18207","福井県","鯖江市","川去町","鯖江","1H?1H30",16000000,"","","180",,"長方形","11.5","105","平成9年","木造","住宅","","南","市道",6.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成20年第３四半期","",""
18562,"宅地(土地と建物)","住宅地","18207","福井県","鯖江市","川去町","神明","30分?60分",8800000,"","","210",,"長方形","13.2","110","平成3年","木造","住宅","","東","市道",4.7,"市街化区域及び市街化調整区域外の都市計画区域",60,100,"平成20年第４四半期","","調停・競売等"
18563,"宅地(土地と建物)","住宅地","18207","福井県","鯖江市","川去町","神明","30分?60分",8700000,"","","180",,"長方形","11.5","105","平成9年","木造","住宅","","南","市道",6.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成20年第２四半期","",""
18564,"宅地(土地)","住宅地","18207","福井県","鯖江市","川島町","鯖江","30分?60分",5800000,"150000","","130",44000,"ほぼ台形","10.0","","","","","","南","市道",6.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成19年第１四半期","",""
18565,"農地","","18207","福井県","鯖江市","川島町","","",1600000,"","","200",,"","","","","","","","","",,"",,,"平成19年第４四半期","",""
18566,"農地","","18207","福井県","鯖江市","川島町","","",440000,"","","290",,"","","","","","","","","",,"",,,"平成19年第４四半期","",""
18567,"宅地(土地)","住宅地","18207","福井県","鯖江市","河和田町","鯖江","1H30?2H",2300000,"45000","","165",14000,"ほぼ正方形","12.8","","","","","","接面道路無","",,"準工業地域",60,200,"平成19年第３四半期","",""
18568,"宅地(土地)","住宅地","18207","福井県","鯖江市","北中町","鯖江","1H30?2H",22000000,"67000","","1100",20000,"ほぼ長方形","32.0","","","","","","北","県道",16.0,"第１種住居地域",60,200,"平成19年第４四半期","",""
18569,"宅地(土地)","住宅地","18207","福井県","鯖江市","北中町","鯖江","1H30?2H",4200000,"51000","","270",16000,"ほぼ台形","10.0","","","","","","西","市道",5.0,"第１種住居地域",60,200,"平成19年第４四半期","",""
18570,"宅地(土地と建物)","住宅地","18207","福井県","鯖江市","北野町","鯖江","30分?60分",11000000,"","","145",,"ほぼ正方形","12.5","115","平成13年","木造","住宅","","東","市道",5.0,"準工業地域",60,200,"平成20年第３四半期","","調停・競売等"
18571,"宅地(土地と建物)","住宅地","18207","福井県","鯖江市","北野町","神明","10",40000000,"","","1200",,"ほぼ長方形","30.0","450","昭和41年","木造","倉庫","","東","市道",6.0,"準工業地域",60,200,"平成20年第４四半期","","調停・競売等"
18572,"宅地(土地と建物)","商業地","18207","福井県","鯖江市","北野町","水落","3",500000,"","","330",,"ほぼ正方形","18.3","330","昭和36年","ＲＣ","","","北東","国道",17.3,"準工業地域",60,200,"平成20年第３四半期","",""
18573,"宅地(土地)","宅地見込地","18207","福井県","鯖江市","熊田町","鯖江","30分?60分",94000000,"66000","","2000㎡以上",20000,"長方形","50.0m以上","","","","","","南","市道",5.4,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成20年第４四半期","",""
18574,"宅地(土地)","住宅地","18207","福井県","鯖江市","熊田町","鯖江","27",9000000,"75000","","400",23000,"ほぼ台形","20.5","","","","","","北","市道",6.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成20年第２四半期","",""
18575,"宅地(土地)","住宅地","18207","福井県","鯖江市","熊田町","鯖江","30分?60分",6000000,"94000","","210",28000,"長方形","11.6","","","","","","北","市道",5.6,"市街化区域及び市街化調整区域外の都市計画区域",60,100,"平成19年第４四半期","",""
18576,"宅地(土地と建物)","住宅地","18207","福井県","鯖江市","熊田町","鯖江","30分?60分",21000000,"","","165",,"台形","10.0","115","平成19年","木造","住宅","","北","市道",5.6,"市街化区域及び市街化調整区域外の都市計画区域",60,100,"平成19年第２四半期","",""
18577,"宅地(土地)","住宅地","18207","福井県","鯖江市","熊田町","鯖江","29",12000000,"210000","","180",65000,"ほぼ長方形","15.0","","","","","","東","市道",6.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成19年第２四半期","",""
18578,"宅地(土地)","住宅地","18207","福井県","鯖江市","熊田町","鯖江","28",4200000,"200000","","70",60000,"長方形","6.0","","","","","","北","市道",6.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成19年第２四半期","",""
18579,"宅地(土地)","住宅地","18207","福井県","鯖江市","熊田町","鯖江","29",64000000,"210000","","1000",63000,"ほぼ長方形","30.0","","","","","","南","市道",6.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成19年第２四半期","",""
18580,"宅地(土地)","住宅地","18207","福井県","鯖江市","熊田町","鯖江","27",7500000,"190000","","130",57000,"不整形","4.5","","","","","","北","市道",6.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成19年第２四半期","",""
18581,"宅地(土地と建物)","住宅地","18207","福井県","鯖江市","下司町","鯖江","22",2500000,"","","175",,"ほぼ長方形","15.5","55","昭和48年","木造","住宅","","南","市道",5.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成20年第４四半期","","調停・競売等"
18582,"宅地(土地)","住宅地","18207","福井県","鯖江市","小黒町","鯖江","25",7000000,"140000","","165",42000,"長方形","9.8","","","","","","東","市道",6.0,"第１種住居地域",60,200,"平成19年第２四半期","",""
18583,"宅地(土地)","住宅地","18207","福井県","鯖江市","五郎丸町","鯖江","18",7400000,"90000","","270",27000,"ほぼ台形","13.5","","","","","","西","市道",5.0,"第１種中高層住居専用地域",60,200,"平成19年第４四半期","",""
18584,"宅地(土地)","住宅地","18207","福井県","鯖江市","定次町","鯖江","20",31000000,"100000","","1000",30000,"ほぼ長方形","10.5","","","","","","北","市道",15.0,"市街化区域及び市街化調整区域外の都市計画区域",60,100,"平成20年第３四半期","",""
18585,"宅地(土地)","住宅地","18207","福井県","鯖江市","定次町","鯖江","23",8700000,"130000","","210",41000,"ほぼ正方形","14.0","","","","","","南","市道",7.5,"準工業地域",60,200,"平成20年第３四半期","",""
18586,"宅地(土地)","宅地見込地","18207","福井県","鯖江市","定次町","鯖江","21",34000000,"88000","","1300",27000,"ほぼ整形","25.0","","","","","","北","市道",8.0,"準工業地域",60,200,"平成20年第３四半期","",""
18587,"宅地(土地)","商業地","18207","福井県","鯖江市","定次町","鯖江","19",20000000,"130000","","510",39000,"ほぼ台形","21.5","","","","","","西","国道",25.0,"準工業地域",60,200,"平成20年第３四半期","",""
18588,"宅地(土地と建物)","住宅地","18207","福井県","鯖江市","定次町","鯖江","20",3700000,"","","310",,"ほぼ長方形","11.3","300","昭和47年","鉄骨造","","","北","県道",15.5,"第１種中高層住居専用地域",60,200,"平成20年第１四半期","","調停・競売等"
18589,"宅地(土地と建物)","住宅地","18207","福井県","鯖江市","定次町","鯖江","15",10000000,"","","110",,"ほぼ長方形","9.6","100","昭和51年","木造","住宅","","北","市道",6.0,"第１種中高層住居専用地域",60,200,"平成19年第４四半期","",""
18590,"宅地(土地)","宅地見込地","18207","福井県","鯖江市","定次町","鯖江","23",32000000,"42000","","2000㎡以上",13000,"長方形","25.0","","","","","","南","市道",15.5,"市街化区域及び市街化調整区域外の都市計画区域",60,100,"平成19年第３四半期","",""
18591,"宅地(土地)","住宅地","18207","福井県","鯖江市","沢町","鯖江","2H?",1800000,"65000","","90",20000,"長方形","41.0","","","","","","南","市道",6.0,"都市計画区域外",,,"平成20年第１四半期","",""
18592,"宅地(土地)","住宅地","18207","福井県","鯖江市","沢町","鯖江","2H?",2800000,"65000","","140",20000,"ほぼ整形","34.0","","","","","","南","市道",6.0,"都市計画区域外",,,"平成19年第３四半期","",""
18593,"宅地(土地)","商業地","18207","福井県","鯖江市","三六町","神明","6",22000000,"67000","","1100",20000,"不整形","50.0m以上","","","","","","西","県道",15.0,"近隣商業地域",80,200,"平成20年第３四半期","",""
18594,"宅地(土地)","住宅地","18207","福井県","鯖江市","三六町","神明","7",16000000,"160000","","340",47000,"長方形","11.8","","","","","","南","市道",7.7,"第２種中高層住居専用地域",60,200,"平成20年第２四半期","",""
18595,"宅地(土地)","住宅地","18207","福井県","鯖江市","三六町","神明","4",14000000,"210000","","220",64000,"長方形","13.0","","","","","","南","市道",6.0,"近隣商業地域",80,200,"平成19年第４四半期","",""
18596,"宅地(土地と建物)","商業地","18207","福井県","鯖江市","三六町","神明","4",26000000,"","","500",,"長方形","18.0","130","昭和37年","木造","住宅","","東","市道",11.0,"近隣商業地域",80,200,"平成19年第３四半期","",""
18597,"農地","","18207","福井県","鯖江市","三六町","","",11000000,"","","260",,"","","","","","","","","",,"",,,"平成19年第４四半期","",""
18598,"農地","","18207","福井県","鯖江市","寺中町","","",5000000,"","","2800",,"","","","","","","","","",,"",,,"平成20年第３四半期","",""
18599,"農地","","18207","福井県","鯖江市","四方谷町","","",4700000,"","","3600",,"","","","","","","","","",,"",,,"平成19年第２四半期","",""
18600,"農地","","18207","福井県","鯖江市","持明寺町","","",9300000,"","","3100",,"","","","","","","","","",,"",,,"平成19年第４四半期","",""
18601,"林地","","18207","福井県","鯖江市","下氏家町","","",600000,"","","260",,"","","","","","","","","",,"",,,"平成19年第３四半期","",""
18602,"宅地(土地)","住宅地","18207","福井県","鯖江市","下河端町","北鯖江","9",5500000,"110000","","170",32000,"台形","12.7","","","","","","北","市道",5.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成19年第２四半期","",""
18603,"農地","","18207","福井県","鯖江市","下河端町","","",3600000,"","","1300",,"","","","","","","","","",,"",,,"平成19年第２四半期","",""
18604,"農地","","18207","福井県","鯖江市","下河端町","","",1400000,"","","930",,"","","","","","","","","",,"",,,"平成19年第２四半期","",""
18605,"農地","","18207","福井県","鯖江市","下河端町","","",2000000,"","","1100",,"","","","","","","","","",,"",,,"平成19年第２四半期","",""
18606,"農地","","18207","福井県","鯖江市","下新庄町","","",1500000,"","","145",,"","","","","","","","","",,"",,,"平成20年第１四半期","",""
18607,"宅地(土地と建物)","住宅地","18207","福井県","鯖江市","下野田町","鯖江","30分?60分",7100000,"","","240",,"ほぼ台形","9.0","95","平成12年","木造","住宅","","南","私道",6.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成20年第４四半期","","調停・競売等"
18608,"宅地(土地)","住宅地","18207","福井県","鯖江市","下野田町","鯖江","30分?60分",7900000,"120000","","210",37000,"長方形","11.0","","","","","","西","市道",6.0,"市街化区域及び市街化調整区域外の都市計画区域",60,200,"平成20年第３四半期","",""
18609,"宅地(土地)","住宅地","18207","福井県","鯖江市","下野田町","鯖江","30分?60分",13000000,"120000","","360",36000,"ほぼ長方形","13.1","","","","","","西","市道",6.4,"市街化区域及び市街化調整区域外の都市計画区域",60,100,"平成20年第２四半期","",""
18610,"宅地(土地)","住宅地","18207","福井県","鯖江市","下野田町","鯖江","30分?60分",12000000,"120000","","330",36000,"ほぼ長方形","26.0","","","","","","南","市道",6.0,"市街化区域及び市街化調整区域外の都市計画区域",60,100,"平成19年第２四半期","",""
18611,"農地","","18207","福井県","鯖江市","下野田町","","",41000000,"","","1300",,"","","","","","","","","",,"",,,"平成20年第２四半期","",""
18612,"宅地(土地)","住宅地","18207","福井県","鯖江市","新町","鯖江","21",7700000,"140000","","180",42000,"長方形","10.5","","","","","","南","市道",6.0,"市街化区域及び市街化調整区域外の都市計画区域",60,100,"平成19年第３四半期","",""
18613,"宅地(土地)","住宅地","18207","福井県","鯖江市","新町","鯖江","24",7900000,"140000","","190",42000,"長方形","11.0","","","","","","南","市道",6.0,"市街化区域及び市街化調整区域外の都市計画区域",60,100,"平成19年第２四半期","",""
18614,"宅地(土地)","住宅地","18207","福井県","鯖江市","新町","鯖江","21",9500000,"150000","","210",45000,"長方形","12.0","","","","","","北","市道",6.0,"市街化区域及び市街化調整区域外の都市計画区域",60,100,"平成19年第２四半期","",""
18615,"宅地(土地)","住宅地","18207","福井県","鯖江市","神明町","鯖江","1H?1H30",5000000,"120000","","135",37000,"ほぼ長方形","10.1","","","","","","北","市道",6.0,"第１種住居地域",60,200,"平成19年第３四半期","",""
18616,"宅地(土地と建物)","住宅地","18207","福井県","鯖江市","神明町","神明","7",39000000,"","","690",,"不整形","15.0","280","平成元年","木造","住宅","","西","市道",8.0,"第２種中高層住居専用地域",60,200,"平成20年第２四半期","",""
18617,"宅地(土地)","住宅地","18207","福井県","鯖江市","神明町","神明","7",14000000,"130000","","350",39000,"ほぼ台形","26.5","","","","","","南","市道",6.0,"第２種中高層住居専用地域",60,200,"平成20年第１四半期","",""
18618,"宅地(土地)","商業地","18207","福井県","鯖江市","神明町","神明","2",11000000,"200000","","180",60000,"ほぼ長方形","8.0","","","","","","西","国道",15.0,"近隣商業地域",80,300,"平成19年第４四半期","",""
18619,"宅地(土地と建物)","住宅地","18207","福井県","鯖江市","神明町","神明","8",18000000,"","","680",,"ほぼ長方形","23.6","165","昭和56年","木造","住宅","","南","市道",6.0,"第２種中高層住居専用地域",60,200,"平成19年第３四半期","",""
18620,"宅地(土地)","住宅地","18207","福井県","鯖江市","神明町","神明","8",13000000,"180000","","240",56000,"ほぼ長方形","10.0","","","","","","南","市道",6.0,"第２種中高層住居専用地域",60,200,"平成19年第２四半期","",""
18621,"宅地(土地と建物)","住宅地","18207","福井県","鯖江市","神明町","鳥羽中","5",25000000,"","","210",,"長方形","10.5","115","平成20年","木造","住宅","","北","道路",6.0,"第１種住居地域",60,200,"平成20年第４四半期","",""
18622,"宅地(土地)","住宅地","18207","福井県","鯖江市","神明町","鳥羽中","5",9400000,"160000","","200",47000,"ほぼ長方形","9.8","","","","","","北","道路",6.0,"第１種住居地域",60,200,"平成20年第１四半期","",""
18623,"宅地(土地)","住宅地","18207","福井県","鯖江市","神明町","鳥羽中","8",2000000,"100000","","65",31000,"長方形","7.5","","","","","","北","市道",4.0,"第１種住居地域",60,200,"平成19年第３四半期","",""
18624,"林地","","18207","福井県","鯖江市","神明町","","",2400000,"","","260",,"","","","","","","","","",,"",,,"平成20年第２四半期","",""
18625,"宅地(土地と建物)","住宅地","18207","福井県","鯖江市","杉本町","神明","25",14000000,"","","420",,"ほぼ台形","17.0","140","","木造","工場","","南西","市道",7.0,"第１種住居地域",60,200,"平成19年第３四半期","",""
18626,"宅地(土地と建物)","住宅地","18207","福井県","鯖江市","住吉町","サンドーム西","6",24000000,"","","470",,"ほぼ長方形","19.5","160","昭和61年","木造","住宅","","西","市道",7.5,"第１種低層住居専用地域",60,100,"平成20年第４四半期","",""
18627,"宅地(土地と建物)","住宅地","18207","福井県","鯖江市","住吉町","サンドーム西","7",18000000,"","","470",,"長方形","19.3","160","昭和61年","木造","住宅","","西","市道",8.0,"第１種低層住居専用地域",60,100,"平成20年第２四半期","","調停・競売等"
18628,"宅地(土地と建物)","住宅地","18207","福井県","鯖江市","住吉町","サンドーム西","8",13000000,"","","630",,"ほぼ長方形","18.3","450","平成元年","鉄骨造、軽量鉄骨造","事務所、作業場、倉庫","","北","市道",6.0,"第１種住居地域",60,200,"平成19年第２四半期","","調停・競売等"
18629,"宅地(土地と建物)","住宅地","18207","福井県","鯖江市","糺町","神明","9",7900000,"","","200",,"長方形","12.0","80","昭和43年","木造","住宅","","東","市道",3.7,"第１種中高層住居専用地域",60,150,"平成20年第４四半期","",""
18630,"宅地(土地)","商業地","18207","福井県","鯖江市","糺町","神明","12",15000000,"150000","","330",45000,"ほぼ台形","20.0","","","","","","北","県道",16.0,"準工業地域",60,200,"平成20年第４四半期","",""
18631,"宅地(土地と建物)","住宅地","18207","福井県","鯖江市","糺町","神明","19",6000000,"","","195",,"長方形","13.0","100","昭和56年","軽量鉄骨造","住宅","","南","市道",6.0,"第１種中高層住居専用地域",60,150,"平成20年第３四半期","",""
18632,"宅地(土地)","住宅地","18207","福井県","鯖江市","糺町","神明","12",9400000,"90000","","340",27000,"長方形","20.0","","","","","","東","市道",6.0,"準工業地域",60,200,"平成20年第２四半期","",""
18633,"宅地(土地と建物)","住宅地","18207","福井県","鯖江市","糺町","神明","20",14000000,"","","200",,"長方形","13.0","110","昭和53年","木造","住宅","","北","市道",6.0,"第１種中高層住居専用地域",60,200,"平成20年第２四半期","",""
18634,"宅地(土地)","住宅地","18207","福井県","鯖江市","糺町","神明","6",6900000,"140000","","170",41000,"ほぼ長方形","13.0","","","","","","南","市道",6.0,"第１種住居地域",60,200,"平成19年第４四半期","",""
18635,"宅地(土地と建物)","住宅地","18207","福井県","鯖江市","糺町","神明","13",16000000,"","","160",,"ほぼ台形","11.0","105","平成15年","木造","住宅","","北","市道",6.0,"第１種住居地域",60,200,"平成19年第４四半期","",""
